"Company","CDM","Status","Type","Geography","Public/ Private","Asset Types","PE AUM (billions)","RE AUM (billions)","Number of Sites","Rank","Tier","HQ Region","Frameworks","Notes","","BFO Company ID","BFO Company Name","Zoom Company ID","Zoom Company Name","Zoom Webiste","Email Domain","Contacts","Contact Types","Salesperson Tiered List","Status","","","","","PE OR RE","Tier List","","","","",""
"Xenia Hotels & Resorts, Inc.","Dan Baldauf","Inside Sales","Owner Operator","NAM","Public","Hotels","","","39","04","Not on Target List","North America","CDP, -","-","","","Xenia Hotels & Resorts, Inc.","369130301","Xenia Hotels & Resorts Inc","www.xeniareit.com","firstinitiallastname@xeniareit.com","0","-","#N/A","#N/A","","","","","","0","","","","",""
"Shapoorji Pallonji Real Estate Pvt.Ltd","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Shearer's Foods","Dan Baldauf","Lost - Not Sold","","","","","","","","","Tier 2","","","","","","","","","","","0","","Dan Baldauf","TRUE","","","","","","","","","","",""
"Shearer’s Foods (a CD&R co.)","Rebecca Richardson","Client","Portfolio Company","","","","","","","Missing Data","Not on Target List","North America","-","","","","Shearer's Foods - Headquarters","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Shenzhen Investment (Red Chip)","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Shenzhen Ping An Finance Center Construction and Development Co., Ltd.","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sheridan Capital Partners","Kendal Etling","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sherman Associates Ventures (a Almanac co.)","Dan Baldauf","Hold Off","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Shiels Obletz Johnsen (SOJ)","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Shimao Property Holding Limited","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SHIMIZU REAL ESTATE ASSET MANAGEMENT CORPORATION","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Shinhan Asset Management","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","South Korea","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Shinsegae Property","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"ShopCore (BX-PC)","Rose Shaver","","","","","","","","","","Tier 2","","","","","","","","","","","0","","Rose Shaver","TRUE","","","","","","","","","","",""
"Shopify","Kendal Etling","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Kendal Etling","TRUE","","","","","","0","","","","",""
"Shorehill Capital","Kendal Etling","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Shui On Land Limited","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Shurgard Self Storage Ltd","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Siegel and Associates","Not targeting opportunity size","Client","Owner Operator","State/Regional","Private","Retail","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sierra Real Estate","Not targeting opportunity size","Hold Off","Facility Manager","","Private","","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Signal Rock Real Estate Group","Not targeting opportunity size","Hold Off","","","","","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Signature Exchange","Not targeting opportunity size","Client","","","","","","","3","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Zeller Real Estate","Dan Baldauf","Inside Sales","Owner Operator","NAM","Private","Multifamily","","2","30","00","Not on Target List","North America","-","","","","","162086961","Zeller Realty Group Inc","zeller.us/","","0","-","#N/A","#N/A","","","","","","0","","","","",""
"SilkRoad Equity","Kendal Etling","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SilkRoad Property Partners","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Jones Lang LaSalle (JLL)","Dan Baldauf","Inside Sales","Owner Operator","Global","Public","Strategic Account","","","200","07","Tier 1","North America","-","SAE - Werner Pieneman","","","Jones Lang LaSalle (JLL)","","","","","0","","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Silverstein Properties","Not targeting opportunity size","Lost - Not Sold","Owner Operator","State/Regional","Private","","","","17","Not Targeting","Not on Target List","North America","-","","","","","103252608","Silverstein Properties Inc","www.silversteinproperties.com","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Simon Property Group","Dan Baldauf","Client","Owner Operator","Global","Public","Malls","","31","202","15","Tier 1","North America","GRESB, CDP, SBT, -","Malls.  No standard EMPS or UBM services.  Ecova does that.  They just furloughed 30% of staff.  ","","","Simon Property Group, Inc. - Headquarters","92112882","Simon Property Group","www.simon.com","firstname.lastname@simon.com","0","","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Simpson Housing","Not targeting opportunity size","Hold Off","Other","","","","","","","Not Targeting","Not on Target List","","-","","","","","","Simpson Housing LLLP","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sinarmas Land Limited","","","","","","","","","","Missing Data","Not on Target List","","SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Singapore Investcorp Pvtn Ltd (GIC))","Not targeting hq not NAM","Hold Off","Asset Management Firm","Global","","Diversified","","","1300","Not Targeting","Not on Target List","Singapore","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Singapore Land Group Limited","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sino Land Company Limited","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sino-Ocean Group Holding Ltd","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sinyi Realty Inc.","","","","","","","","","","Missing Data","Not on Target List","","SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sirius Real Estate","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Affinius Capital, a USAA Co.","Dan Baldauf","Inside Sales","Asset Management Firm","NAM","Private","Multifamily","","28","31","10","Tier 2","North America","GRESB, UN PRI, -","","","","Affinius Capital","566153657","Affinius Capital","","firstname.lastname@affiniuscapital.com","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Sitt Asset Management","Not targeting opportunity size","Hold Off","Owner Operator","NAM","Private","Diversified","","","15","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sixty Hotels","Not targeting opportunity size","Hold Off","","","","","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SJP Properties","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SK Capital","Cristy House","Hold Off","","","","","","","","Missing Data","Tier 2","","UN PRI, -","","","","","","","","","0","","Cristy House","TRUE","","","","","","0","","","","",""
"Skadden Arps Slate Meagher & Flom","","","Other Provider","","","","","","","","Not on Target List","","","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Skanska","","","Developer","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SKB (ScanlanKemperBard Companies)","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SKY Harbor Capital Management","Not targeting opportunity size","Hold Off","","","","","","","","Not Targeting","Not on Target List","North America","NZAM, UN PRI, -","Not a real estate AM firm","","","","348221103","SKY Harbor Capital Management LLC","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Skybox Data Centers","Kendal Etling","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Kendal Etling","TRUE","","","","","","0","","","","",""
"Bluerock Residential Growth REIT","Dan Baldauf","Inside Sales","Owner Operator","NAM","Private","Multifamily","","","50","01","Tier 2","North America","-","-","","","Bluerock Residential Growth REIT","353976889","Bluerock Residential Growth","www.bluerockresidential.com","firstname.lastname@bluerockre.com","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Boxer Properties","Dan Baldauf","Inside Sales","Owner Operator","NAM","Private","Commercial Office, Retail/Mixed Use, Light Industrial/Logistics","","","123","04","Tier 2","North America","-","","","","","1156712342","Boxer Property","","","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"SKYLINE CHAMPION CORP","Not targeting opportunity size","Hold Off","Developer","","","","","","","Not Targeting","Not on Target List","","CDP, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Cabot Properties","Dan Baldauf","Inside Sales","Owner Operator","NAM","Private","Light Industrial/Logistics","","7.9","200","11","Tier 2","North America","GRESB, UN PRI, -","-","","","Cabot Properties","22582164","Cabot Properties Inc","www.cabotprop.com","firstinitiallastname@cabotprop.com","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Community Healthcare Trust Inc.","Dan Baldauf","Inside Sales","Owner Operator","NAM","Public","Medical Office/Senior Living","","2.5","193","07","Tier 2","North America","GRESB, CDP, -","","","","","359821596","Community Healthcare Trust Inc","chct.reit/","","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Diversified Healthcare Trust","Dan Baldauf","Inside Sales","Owner Operator","NAM","Public","Medical Office/Senior Living","","2.4","200","07","Tier 2","North America","CDP, -","RMR might be handling thier sustainability reporting","","","","563923630","Diversified Healthcare Trust","www.dhcreit.com/home/default.aspx","","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Slate Office REIT","","","","","","","","","","Missing Data","Not on Target List","","CDP, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Slättö","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SLC Fixed Income","Not target because of company owner","Hold Off","","","","","","","","Not Targeting","Not on Target List","North America","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SLC Management","Cristy House","Client","","","","","","","","Missing Data","Not on Target List","North America","-","","","","","","","www.slcmanagement.com/en/about-us/","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Easterly Government Properties Inc.","Dan Baldauf","Inside Sales","Owner Operator","NAM","Public","Commercial Office","","3","80","06","Tier 2","North America","GRESB, CDP, -","They have a property in They have sites in CA, not sure if revenue is accurate - Emily Pierce - Director of Sustainability - www.linkedin.com/in/emilypierce28/; epierce@easterlyreit.com","","","","","Easterly Government Properties Inc","easterlyreit.com/company/","","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"SM Prime Holdings Inc","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Education Realty Trust Inc. (a Greystar Co.)","Dan Baldauf","Inside Sales","Owner Operator","Global","Public","Student Housing, Multifamily","","5","500","08","Tier 2","","-","","","","","","","","","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Smartsheet","Kendal Etling","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Kendal Etling","TRUE","","","","","","0","","","","",""
"SmartStop Self Storage REIT, Inc.","","","","","","","","","","Missing Data","Not on Target List","","CDP, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Snap Inc","Kendal Etling","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Kendal Etling","TRUE","","","","","","0","","","","",""
"Snow Phipps Group","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sobrato","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sobrato Real Estate","Not targeting opportunity size","Hold Off","Owner Operator","State/Regional","Private","Office,Multifamily","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Société de la Tour Eiffel","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Société Foncière Lyonnaise","","","","","","","","","","Missing Data","Not on Target List","","SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Societe Generale Private Wealth Management","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","France","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sodali & Co","Not targeting opportunity size","Hold Off","","","","","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sodexo","Not targeting opportunity size","Hold Off","Facility Manager","","Private","","","","","Not Targeting","Not on Target List","","-","Facilities Managment","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SODIC","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SoFi","Dan Baldauf","Inside Sales","","","","","","","","Missing Data","Tier 2","North America","-","","","","","","","","","0","","Dan Baldauf","TRUE","","","","","","","","","","",""
"SOHO China Limited","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Hobbs Brook Real Estate","Dan Baldauf","Inside Sales","Asset Management Firm","State/Regional","Private","Commercial Office, Life Sciences","","1.5","15","03","Tier 2","North America","-","","","","Hobbs Brook Real Estate","54578929","Hobbs Brook Management LLC","hobbsbrook.com/","","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Solil Management","Not targeting opportunity size","Hold Off","Owner Operator","State/Regional","Private","Office, Multifamily","","","17","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Solis (a Towerbrook co.)","","","","","","","","","","Missing Data","Not on Target List","North America","-","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Solomon Partners","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Solow Realty","Not targeting opportunity size","Hold Off","Developer","","Private","","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Solstice Data Group","Kendal Etling","","","","","","","","","","Tier 2","","","","","","","","","","","0","","Kendal Etling","TRUE","","","","","","","","","","",""
"Somerset Partners","Not targeting opportunity size","Hold Off","Owner Operator","NAM","Private","Office, Multifamily","","","40","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sompo Asset Management","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","Japan","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sonae Sierra","Not targeting opportunity size","Hold Off","Facility Manager","Global","Private","Diversified","","","","Not Targeting","Not on Target List","","GRESB, SBT, -","Competitor","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sonen Capital","","","","","","","","","","Missing Data","Not on Target List","North American","UN PRI, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Kilroy Realty","Dan Baldauf","Inside Sales","Owner Operator","State/Regional","Private","Commercial Office","","","175","06","Tier 2","North America","GRESB, CDP, SBT, -","-","","","Kilroy Realty Corporation - Headquarters - Los Angeles, CA","21480072","Kilroy Realty Corp","www.kilroyrealty.com","firstname.lastname@kilroyrealty.com","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Sorenson Communications (BX-PC)","Kendal Etling","","","","","","","","","","Tier 2","","","","","","","","","","","0","","Kendal Etling","TRUE","","","","","","","","","","",""
"Sorenson Communications (BX)","Kendal Etling","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sosteneo","Not targeting hq not NAM","Hold Off","Asset Management Firm","","","","","","","Not Targeting","Not on Target List","Europe","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sotera Health","Kendal Etling","","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Kendal Etling","TRUE","","","","","","0","","","","",""
"Sotherly Hotels Inc","Not targeting opportunity size","Hold Off","","","","Hotels","","","","Not Targeting","Not on Target List","","CDP, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"South Bay Development","Dan Baldauf","Lost - Not Sold","Developer","State/Regional","Private","","","","","Missing Data","Not on Target List","North America","-","","","","South Bay Development Company","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"South Bay Development Company","Dan Baldauf","Lost - Not Sold","","","","","","","","","Tier 2","","","","","","","","","","","0","","Dan Baldauf","TRUE","","","","","","","","","","",""
"SouthState Bank","Gretchen Bisig","","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Gretchen Bisig","TRUE","","","","","","0","","","","",""
"Southwest Value Partners","Not targeting opportunity size","Hold Off","","","","Multifamily","","","","Not Targeting","Not on Target List","North America","-","","","","","347559779","Southwest Value Partners","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SOY ASSET MANAGEMENT LLP","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Kimco Realty Corporation","Dan Baldauf","Inside Sales","Owner Operator","NAM","Public","Retail/Mixed Use","","100","523","15","Tier 2","United States","GRESB, CDP, SBT, -","Moving away from voluntary reporting frameworks.  They are putting the CSR into their proxy.  They think mandatory reporting is coming.  
They want to make their data to MSCI, ISS, and Sustainalytics readily available.  They want to make sure they can easily find and understand it.  
They can't track and align to all of the voluntary frameworks.  They are doing SASB, TCFD, and GRI and hoping that they will fare well.  They have the triple net issue where they don’t have operational control.  How to drive efficiency.  ","","","Kimco Realty Corporation","65735099","","www.kimcorealty.com/","firstinitiallastname@kimcorealty.com","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Specialfastigheter Sverige AB","","","","","","","","","","Missing Data","Not on Target List","","SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Spectrum","Rose Shaver","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Rose Shaver","TRUE","","","","","","0","","","","",""
"Remedy REIT","Dan Baldauf","Inside Sales","Asset Management Firm","NAM","Private","Life Sciences","","20","200","12","Tier 2","","-","","","","","","","","","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"Spectrum Properties LTD","Not targeting hq not NAM","Hold Off","Owner Operator","","Public","","","1","20","Not Targeting","Not on Target List","UK","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Spirit MTA REIT","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sponda Ltd","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"SPREF II","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Sprucegrove Investment Management","Not targeting opportunity size","Hold Off","","","","","","","","Not Targeting","Not on Target List","North America","NZAM, UN PRI, -","Not a real estate AM firm","","","","374932963","Sprucegrove Investment Management Ltd","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Square Mile Capital Management (an Affinius Capital Co.)","Not target because of company owner","Hold Off","","","","","","","","Not Targeting","Not on Target List","","-","-","","","SQUARE MILE CAPITAL","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Squarespace Inc","Kendal Etling","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Kendal Etling","TRUE","","","","","","0","","","","",""
"SRE Group Limited","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"STORE Capital","Dan Baldauf","Inside Sales","Owner Operator","NAM","Public","Single family","","50","2866","12","Tier 2","North America","CDP, -","","","","","348223098","Store Capital","www.storecapital.com/","","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"SRS Distribution Inc.","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"St Patricks Home ","Not targeting opportunity size","Hold Off","","State/Regional","","","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"St. Joe Co.","","","","","","","","","","Missing Data","Not on Target List","","CDP, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"St. John Properties","Dan Baldauf","Old Client","Owner Operator","","Private","","","","","Missing Data","Not on Target List","","-","","","","","63260412","St John Properties Inc","","firstinitiallastname@sjpi.com","0","","#N/A","#N/A","","","","","","0","","","","",""
"St. Modwen Properties Limited","","","","","","","","","","Missing Data","Not on Target List","","SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stack Infrastructure","Rose Shaver","Hold Off","Other","","","","","","","Missing Data","Tier 2","","SBT, -","","","","","","","","","0","","Rose Shaver","TRUE","","","","","","0","","","","",""
"Stafford Capital Partners","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","United Kingdom","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Trammell Crow Company, (a CBRE Co.)","Dan Baldauf","Inside Sales","Developer","NAM","Public","Multifamily","","10","1","05","Tier 2","North America","CDP, -","","","","Trammell Crow Company","38699867","Trammell Crow Co","www.trammellcrow.com/","","0","-","Dan Baldauf","TRUE","","","","","","0","","","","",""
"STAM France Investment Managers","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stance Capital, LLC","Not targeting opportunity size","Hold Off","","","","","","","","Not Targeting","Not on Target List","North America","NZAM, UN PRI, -","Not a real estate AM firm","","","","397910568","Stance Capital LLC","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Standard Communities","Dan Baldauf","Lost - Not Sold","Owner Operator","NAM","Private","Multifamily","","","120","02","Not on Target List","North America","-","","","","","445934099","Standard Communities","","firstinitiallastname@standard-companies.com","0","","#N/A","#N/A","","","","","","0","","","","",""
"Standard Life Investments, a ABRDN Co.","Not target because of company owner","Hold Off","","","","","","","","Not Targeting","Not on Target List","Europe","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stanhope Holdings Limited","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Star Asia Investment Management Co.,Ltd","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Starbucks","Not targeting opportunity size","Client","","Global","","Retail - Branded","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Starlight Investments","Dan Baldauf","Old Client","Asset Management Firm","","","","","","","Missing Data","Not on Target List","North America","GRESB, NZAM, UN PRI, -","Old Blackstone deal where they fired us","","","Starlight Investments","1105985243","Starlight Investments","www.starlightinvest.com","jmilich@starlightinvest.com","0","","#N/A","#N/A","","","","","","0","","","","",""
"Starts Asset Management Co.,Ltd.","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Starwood Office Properties","","Client","","NAM","","Office","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Starwood REIT","","Client","","","","","","99.079","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Starwood Retail Group","","Client","","","","Retail","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Starwood Waypoint Homes","","Client","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"State Farm","Cristy House","","","","","","","","","Missing Data","Tier 1","","-","","","","","","","","","0","","Cristy House","TRUE","","","","","","0","","","","",""
"State Ins Fund WC Fund","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"State Street","Sam Ouimet","Lost - Not Sold","Asset Management Firm","NAM","Public","Diversified","","","50","07","Tier 2","North America","UN PRI, -","","","","","","","","","0","","Sam Ouimet","TRUE","","","","","","0","","","","",""
"Stawski Partners Inc.","Not targeting opportunity size","Old Client","Owner Operator","State/Regional","Public","Office","","","6","Not Targeting","Not on Target List","North America","-","","","","","","","#N/A","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Steen & Strom AS","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stellar Management","Not targeting opportunity size","Hold Off","Owner Operator","State/Regional","Private","Office, Multifamily, Retail","","","110","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stendörren Fastigheter AB","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stensdal Group A/S","","","","","","","","","","Missing Data","Not on Target List","","SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stephan Widrig","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Stephens, Inc","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
